2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
243,0.4,73.4,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
244,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
245,0.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
247,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
249,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,36.6
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,7.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.9
253,0.0,0.0,19.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,23.8,0.2,0.0,0.0,0.0,0.0
254,0.0,6.2,21.4,0.0,0.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,4.0,0.0,0.0,0.6,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0
256,0.0,0.2,0.0,0.2,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.6,1.6
257,0.0,0.2,0.0,0.0,0.0,24.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.4
258,0.0,0.0,0.2,0.0,0.0,0.8,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5.6,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.4,6.5,0.0
260,0.0,0.0,0.0,0.0,8.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,10.6,1.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,2.4,0.2
262,0.6,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
263,0.0,0.4,12.8,0.0,24.0,0.0,6.2,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
264,0.0,0.0,29.2,0.0,0.0,0.0,0.2,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,8.9,47.8,0.0,0.0,26.5,0.0
265,0.0,0.2,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8,1.0,1.8,11.3,0.0,0.0,0.0,5.3,0.0
266,0.0,0.0,0.2,16.6,0.0,0.0,0.2,0.0,38.2,0.0,0.0,1.8,4.1,0.0,0.0,13.2,6.4,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,33.2
268,0.0,0.0,0.0,1.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,27.0,0.0,0.0
269,0.0,11.4,4.8,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
270,0.0,1.0,0.2,0.0,0.0,0.2,0.0,0.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.8,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
275,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.3,6.1,0.0,0.0
276,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,44.5,3.4,0.0,0.0,0.2
277,3.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,13.9
278,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,6.4
279,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.8,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0
281,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
282,5.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,16.2,0.0,0.0,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,11.3
283,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,106.9,0.0,2.4
284,0.0,39.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.8,0.0,0.0,2.4,0.0,0.0,1.0,0.2,0.0,0.0
285,0.0,51.4,0.0,0.0,0.0,0.0,4.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,0.0,0.0,0.0,0.0
286,0.2,0.6,0.0,0.0,0.0,2.2,6.2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.4,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1.6,1.0,5.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,1.0,0.0,0.0,29.1,10.9,0.0,0.0,0.0,0.8
289,8.8,1.0,23.0,0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,17.8,0.0,0.2,0.0,0.0,24.8,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2.8,0.0,0.0,0.0,0.0,6.4
291,17.6,0.2,8.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.5,0.0,0.0,0.0,2.6,5.0
292,0.0,0.0,0.4,0.0,1.6,0.0,0.0,0.0,0.2,0.0,0.4,0.6,4.0,0.0,0.0,5.5,0.0,0.4,0.0,16.2,30.3
293,20.4,0.2,0.0,2.6,0.4,0.0,23.6,0.0,0.8,0.0,2.0,8.0,21.6,0.0,21.9,7.1,0.0,0.0,0.0,24.8,0.0
294,11.0,0.0,0.0,0.0,0.6,0.0,0.4,0.2,0.0,0.0,30.2,0.0,0.0,0.0,29.9,9.5,0.0,0.0,0.0,0.0,0.0
295,0.8,0.0,0.0,0.0,1.6,0.0,0.0,35.6,0.0,5.6,0.8,0.0,8.4,0.0,36.3,0.0,0.0,0.0,1.2,0.0,0.0
296,0.0,0.0,0.2,0.4,0.0,0.0,0.0,1.0,15.4,5.8,0.0,0.0,43.0,0.0,0.0,7.4,0.0,0.0,0.4,0.0,0.0
297,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,57.8,0.0,0.0,0.0,0.0,0.0,0.0,37.8,4.0,0.0,0.0,31.9,0.0
298,0.0,0.0,0.2,0.0,25.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
299,0.0,0.0,0.0,0.0,12.0,0.0,31.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.2,0.0,34.1
300,0.0,0.0,0.0,0.0,8.0,0.0,101.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.8,0.0,4.2,0.0,0.0,0.0,32.9
301,1.4,13.2,0.0,0.0,25.0,4.0,27.0,0.0,4.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.8,3.9
302,11.4,11.0,0.0,0.0,0.0,20.0,0.0,0.0,9.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0
303,0.0,0.4,0.0,0.0,3.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,1.6,0.0
304,0.0,0.2,0.0,0.0,6.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,2.4,11.2,0.0,5.4,5.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,9.0,0.0,0.0,23.0,22.4,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.1,9.1,0.0
307,0.0,0.0,0.0,0.0,40.4,1.4,0.0,104.4,0.0,2.2,0.0,0.0,1.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
308,0.0,3.2,0.0,0.0,1.0,2.4,0.0,7.0,0.0,0.0,0.0,5.2,0.2,0.0,0.0,0.0,0.0,0.0,21.2,5.4,0.0
309,0.0,25.2,0.0,0.0,0.0,0.0,1.4,21.4,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.6,0.0,0.0,1.6,0.0,0.0
310,0.0,0.4,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,1.6,2.6,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,2.4,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,17.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6,1.4,0.2,0.0,7.7,0.0
314,0.0,0.0,0.0,0.0,12.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.6,0.0,0.4,7.2,0.0,2.2
315,0.0,0.0,0.2,0.0,0.0,0.2,13.2,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.2,3.6,0.0,0.0,1.2,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.3,0.0,0.0,0.0,20.6,0.0,0.0,1.8,0.0,1.2,0.0
317,0.0,0.0,18.2,1.2,0.0,0.0,4.2,0.0,0.0,0.0,5.2,0.0,0.0,3.8,15.6,0.0,0.0,14.9,0.0,0.0,0.8
318,0.0,0.0,0.2,36.2,0.0,0.0,0.0,0.0,0.0,39.4,0.0,0.0,15.7,19.8,4.8,38.5,0.8,0.0,0.0,0.0,0.0
319,0.0,0.0,0.2,11.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.2,3.2,0.2,26.1,0.0,2.0,0.0,0.0,0.0
320,4.0,0.0,0.0,2.2,0.0,0.0,27.2,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.4,1.6,0.0,0.0,11.3,0.0,0.0
321,20.0,0.0,0.0,0.0,0.0,0.0,11.2,0.6,0.0,1.2,47.0,0.0,0.0,2.2,10.3,0.0,0.2,0.0,2.7,0.0,0.0
322,1.6,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,21.2,55.0,0.0,0.0,0.0,29.5,13.1,0.0,0.0,0.0,0.0,0.0
323,3.6,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,0.0,3.6,13.9,0.0,0.0,0.0,0.0,0.0
324,2.8,0.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,0.4,24.4,0.0,0.0,0.0,5.6,22.5,0.0,0.8,0.0,0.0,0.0
325,0.0,35.8,0.0,0.0,8.4,0.0,0.4,0.0,0.0,2.8,0.0,0.0,0.0,0.0,10.2,14.1,0.0,0.0,0.0,0.0,0.0
326,0.0,5.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,25.6,0.0,0.0,4.6,0.0,1.4
327,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,10.2,0.0,65.0,0.0,0.8,0.0,0.0,83.2,0.0,20.8,5.2,0.0,0.0
328,2.6,50.0,0.0,0.0,8.2,1.4,0.0,0.0,23.6,0.0,5.0,0.0,0.0,0.0,4.2,26.0,0.0,0.6,0.0,0.0,0.0
329,0.6,22.2,0.0,0.0,1.0,59.0,0.8,0.0,45.6,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.8
330,0.0,2.0,8.6,0.0,37.2,4.4,18.2,0.0,24.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,3.0,76.0,0.0,39.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.8
332,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,2.0,0.0,0.0,14.2,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
334,0.0,0.8,4.8,0.0,0.0,0.0,5.4,2.0,0.0,6.2,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,3.4,5.6,0.0
335,0.0,0.0,7.0,3.2,2.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,66.2,0.0,0.0,2.0,2.4,0.0
336,0.0,0.0,44.4,0.0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,4.2,0.6,0.0,0.0,0.0,0.0
337,0.2,0.0,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4,0.0,47.4,0.0,0.4,0.0,0.0,0.0,15.5,6.2,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,13.7,0.0,7.5,0.0,29.0,0.0,14.6,0.0,0.0
340,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,0.0,4.6,0.0,9.5,17.3,0.0,0.0,0.0
341,0.0,0.0,0.0,2.6,16.6,5.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.3,1.2
343,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,26.6,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.6,0.0,0.4
344,0.0,0.0,1.6,0.0,41.0,0.4,0.0,0.0,3.6,0.0,15.3,0.0,0.0,4.0,0.0,0.0,0.4,0.0,12.7,0.0,0.0
345,1.0,0.0,0.0,0.0,23.4,0.6,0.0,0.0,31.2,0.0,0.0,0.0,0.0,4.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
346,27.0,0.0,0.0,0.0,24.6,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
347,1.4,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,8.4,0.6,0.0,0.6,0.0,0.0
348,0.0,0.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,0.0,11.3,0.0,1.8
349,0.0,0.0,0.0,16.6,0.0,1.4,0.8,3.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
350,0.0,0.0,0.0,0.0,0.0,41.6,53.2,0.0,0.0,0.0,7.7,6.0,0.0,0.0,0.0,0.2,3.4,0.0,49.9,0.0,0.0
351,0,0.0,0.0,0.0,0.0,55.8,25.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0
352,0,0.0,0.0,0.0,0.0,28.8,19.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0,0.0,0.0,0.0,0.0,23.2,3.6,0.0,0.0,71.2,0.0,0.0,0.0,24.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,58.1,0.0,44.4,26.6,0.0,0.0,0.0,0.6
355,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,22.2,30.8,0.0,0.0,0.0,0.0
356,0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,6.2,0.0,0.0
357,0,0,0.0,0,0.0,0.4,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.2,0.0
358,0,0,0.0,0,0.0,1.0,2.4,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
359,0,0,0,0,0.0,3.8,0.0,0.0,0.0,18.3,1.2,0.0,0.0,0.0,0.0,0.0,0.2,6.3,0.0,0.0,0.0
360,0,0,0,0,0.2,0,0,0.0,0.0,34.2,0.0,0.0,1.0,0.0,0.4,0.0,11.9,0.2,0.0,0.0,0.0
361,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0,0,0,0,0,0,0,0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0
363,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
364,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
365,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0,0.6,13.9,0.0
